,Gene,Promoter,CpG_chrm,CpG_beg,CpG_end
11456,SFMBT2,SFMBT2_1,chr10,7411479,7411539
11457,SFMBT2,SFMBT2_2,chr10,7412636,7412696
11458,ITIH5,ITIH5_1,chr10,7666953,7667013
11459,KIN,KIN_1,chr10,7787982,7788042
11460,ATP5C1,ATP5C1_1,chr10,7788127,7788187
11461,TAF3,TAF3_1,chr10,7818455,7818515
11462,GATA3,GATA3_3,chr10,8045283,8045343
11463,GATA3,GATA3_1,chr10,8054638,8054698
11464,GATA3,GATA3_2,chr10,8054767,8054827
11465,GATA3,GATA3_4,chr10,8055316,8055376
11466,CELF2,CELF2_3,chr10,11017913,11017973
11467,CELF2,CELF2_2,chr10,11165047,11165107
11468,CELF2,CELF2_1,chr10,11165434,11165494
11469,USP6NL,USP6NL_1,chr10,11611573,11611633
11470,USP6NL,USP6NL_2,chr10,11611770,11611830
11471,ECHDC3,ECHDC3_1,chr10,11742332,11742392
11472,PROSER2,PROSER2_1,chr10,11823334,11823394
11473,UPF2,UPF2_1,chr10,12042798,12042858
11474,UPF2,UPF2_2,chr10,12043223,12043283
11475,DHTKD1,DHTKD1_1,chr10,12068907,12068967
11476,SEC61A2,SEC61A2_1,chr10,12129638,12129698
11477,NUDT5,NUDT5_1,chr10,12195880,12195940
11478,CDC123,CDC123_2,chr10,12195915,12195975
11479,NUDT5,NUDT5_2,chr10,12196116,12196176
11480,CDC123,CDC123_1,chr10,12196138,12196198
11481,CAMK1D,CAMK1D_2,chr10,12349526,12349586
11482,CAMK1D,CAMK1D_1,chr10,12349661,12349721
11483,CCDC3,CCDC3_1,chr10,13001702,13001762
11484,OPTN,OPTN_1,chr10,13100113,13100173
11485,MCM10,MCM10_1,chr10,13161529,13161589
11486,PHYH,PHYH_1,chr10,13300052,13300112
11487,SEPHS1,SEPHS1_1,chr10,13348265,13348325
11488,PRPF18,PRPF18_1,chr10,13586915,13586975
11489,FAM107B,FAM107B_1,chr10,14604390,14604450
11490,CDNF,CDNF_1,chr10,14838026,14838086
11491,HSPA14,HSPA14_1,chr10,14838266,14838326
11492,CDNF,CDNF_4,chr10,14838561,14838621
11493,CDNF,CDNF_3,chr10,14838821,14838881
11494,CDNF,CDNF_2,chr10,14878625,14878685
11495,SUV39H2,SUV39H2_1,chr10,14878816,14878876
11496,DCLRE1C,DCLRE1C_1,chr10,14954075,14954135
11497,DCLRE1C,DCLRE1C_2,chr10,14954397,14954457
11498,RPP38,RPP38_2,chr10,15097136,15097196
11499,RPP38,RPP38_1,chr10,15097315,15097375
11500,NMT2,NMT2_1,chr10,15168664,15168724
11501,FAM171A1,FAM171A1_1,chr10,15371104,15371164
11502,ITGA8,ITGA8_1,chr10,15719900,15719960
11503,ITGA8,ITGA8_2,chr10,15720124,15720184
11504,ITGA8,ITGA8_3,chr10,15720232,15720292
11505,FAM188A,FAM188A_1,chr10,15860496,15860556
11506,PTER,PTER_1,chr10,16436960,16437020
11507,C1QL3,C1QL3_1,chr10,16521868,16521928
11508,RSU1,RSU1_1,chr10,16817395,16817455
11509,TRDMT1,TRDMT1_1,chr10,17201661,17201721
11510,VIM,VIM_1,chr10,17229228,17229288
11511,TRDMT1,TRDMT1_2,chr10,17229525,17229585
11512,ST8SIA6,ST8SIA6_1,chr10,17454229,17454289
11513,HACD1,HACD1_1,chr10,17617363,17617423
11514,STAM,STAM_1,chr10,17644101,17644161
11515,STAM,STAM_2,chr10,17644203,17644263
11516,MRC1,MRC1_2,chr10,17809105,17809165
11517,MRC1,MRC1_1,chr10,17809298,17809358
11518,CACNB2,CACNB2_4,chr10,18140686,18140746
11519,CACNB2,CACNB2_2,chr10,18140794,18140854
11520,CACNB2,CACNB2_3,chr10,18260688,18260748
11521,CACNB2,CACNB2_1,chr10,18400501,18400561
11522,CACNB2,CACNB2_6,chr10,18400926,18400986
11523,NSUN6,NSUN6_1,chr10,18651573,18651633
11524,ARL5B,ARL5B_2,chr10,18651728,18651788
11525,NSUN6,NSUN6_2,chr10,18659226,18659286
11526,ARL5B,ARL5B_1,chr10,18659381,18659441
11527,PLXDC2,PLXDC2_3,chr10,19815782,19815842
11528,PLXDC2,PLXDC2_2,chr10,19816156,19816216
11529,PLXDC2,PLXDC2_1,chr10,19816382,19816442
11530,NEBL,NEBL_1,chr10,21174080,21174140
11531,NEBL,NEBL_5,chr10,21174316,21174376
11532,NEBL,NEBL_3,chr10,21293025,21293085
11533,CASC10,CASC10_1,chr10,21497249,21497309
11534,MLLT10,MLLT10_2,chr10,21524566,21524626
11535,SKIDA1,SKIDA1_1,chr10,21526370,21526430
11536,MLLT10,MLLT10_1,chr10,21534186,21534246
11537,MLLT10,MLLT10_3,chr10,21534296,21534356
11538,DNAJC1,DNAJC1_1,chr10,22003719,22003779
11539,COMMD3,COMMD3_1,chr10,22316359,22316419
11540,BMI1,BMI1_2,chr10,22321180,22321240
11541,BMI1,BMI1_3,chr10,22321376,22321436
11542,BMI1,BMI1_5,chr10,22321967,22322027
11543,BMI1,BMI1_1,chr10,22325595,22325655
11544,SPAG6,SPAG6_1,chr10,22345446,22345506
11545,PIP4K2A,PIP4K2A_1,chr10,22714567,22714627
11546,ARMC3,ARMC3_2,chr10,22927874,22927934
11547,ARMC3,ARMC3_1,chr10,22928024,22928084
11548,MSRB2,MSRB2_1,chr10,23095529,23095589
11549,PTF1A,PTF1A_1,chr10,23192304,23192364
11550,C10orf67,C10orf67_1,chr10,23344786,23344846
11551,KIAA1217,KIAA1217_5,chr10,23694710,23694770
11552,KIAA1217,KIAA1217_6,chr10,24208739,24208799
11553,KIAA1217,KIAA1217_4,chr10,24209089,24209149
11554,KIAA1217,KIAA1217_3,chr10,24449364,24449424
11555,ARHGAP21,ARHGAP21_2,chr10,24723209,24723269
11556,ARHGAP21,ARHGAP21_3,chr10,24723699,24723759
11557,ARHGAP21,ARHGAP21_1,chr10,24724620,24724680
11558,PRTFDC1,PRTFDC1_1,chr10,24952590,24952650
11559,ENKUR,ENKUR_2,chr10,25016145,25016205
11560,THNSL1,THNSL1_1,chr10,25016601,25016661
11561,ENKUR,ENKUR_1,chr10,25062316,25062376
11562,GPR158,GPR158_1,chr10,25175025,25175085
11563,MYO3A,MYO3A_2,chr10,25934056,25934116
11564,MYO3A,MYO3A_1,chr10,25934179,25934239
11565,GAD2,GAD2_4,chr10,26216204,26216264
11566,GAD2,GAD2_2,chr10,26216322,26216382
11567,GAD2,GAD2_3,chr10,26216472,26216532
11568,GAD2,GAD2_1,chr10,26216724,26216784
11569,APBB1IP,APBB1IP_3,chr10,26437736,26437796
11570,APBB1IP,APBB1IP_1,chr10,26438291,26438351
11571,APBB1IP,APBB1IP_2,chr10,26438685,26438745
11572,PDSS1,PDSS1_2,chr10,26697415,26697475
11573,PDSS1,PDSS1_1,chr10,26697651,26697711
11574,ABI1,ABI1_1,chr10,26860942,26861002
11575,ANKRD26,ANKRD26_1,chr10,27100481,27100541
11576,YME1L1,YME1L1_1,chr10,27154373,27154433
11577,MASTL,MASTL_2,chr10,27154429,27154489
11578,YME1L1,YME1L1_2,chr10,27155158,27155218
11579,MASTL,MASTL_1,chr10,27155313,27155373
11580,YME1L1,YME1L1_3,chr10,27155331,27155391
11581,ACBD5,ACBD5_3,chr10,27240475,27240535
11582,ACBD5,ACBD5_1,chr10,27240786,27240846
11583,ACBD5,ACBD5_2,chr10,27242089,27242149
11584,RAB18,RAB18_1,chr10,27504254,27504314
11585,MKX,MKX_2,chr10,27745808,27745868
11586,MKX,MKX_1,chr10,27746201,27746261
11587,ARMC4,ARMC4_1,chr10,27999059,27999119
11588,WAC,WAC_2,chr10,28532448,28532508
11589,WAC,WAC_1,chr10,28533081,28533141
11590,WAC,WAC_4,chr10,28533304,28533364
11591,BAMBI,BAMBI_2,chr10,28677279,28677339
11592,BAMBI,BAMBI_1,chr10,28677473,28677533
11593,SVIL,SVIL_4,chr10,29648264,29648324
11594,SVIL,SVIL_3,chr10,29735816,29735876
11595,SVIL,SVIL_1,chr10,29736924,29736984
11596,MTPAP,MTPAP_1,chr10,30349267,30349327
11597,MAP3K8,MAP3K8_4,chr10,30422433,30422493
11598,MAP3K8,MAP3K8_3,chr10,30433835,30433895
11599,MAP3K8,MAP3K8_2,chr10,30433986,30434046
11600,MAP3K8,MAP3K8_1,chr10,30434134,30434194
11601,ZNF438,ZNF438_1,chr10,31031846,31031906
11602,ZNF438,ZNF438_2,chr10,31032348,31032408
11603,ZEB1,ZEB1_2,chr10,31318367,31318427
11604,ZEB1,ZEB1_3,chr10,31318768,31318828
11605,ZEB1,ZEB1_1,chr10,31319166,31319226
11606,ZEB1,ZEB1_4,chr10,31321151,31321211
11607,ARHGAP12,ARHGAP12_1,chr10,31928803,31928863
11608,KIF5B,KIF5B_1,chr10,32056414,32056474
11609,EPC1,EPC1_1,chr10,32347147,32347207
11610,EPC1,EPC1_2,chr10,32378755,32378815
11611,CCDC7,CCDC7_1,chr10,32445996,32446056
11612,CCDC7,CCDC7_2,chr10,32446126,32446186
11613,ITGB1,ITGB1_1,chr10,32958209,32958269
11614,KIF5B,KIF5B_2,chr10,32958219,32958279
11615,NRP1,NRP1_2,chr10,33334310,33334370
11616,NRP1,NRP1_1,chr10,33334656,33334716
11617,NRP1,NRP1_3,chr10,33334855,33334915
11618,NRP1,NRP1_4,chr10,33335102,33335162
11619,PARD3,PARD3_1,chr10,34815285,34815345
11620,CUL2,CUL2_1,chr10,35090322,35090382
11621,CUL2,CUL2_2,chr10,35090573,35090633
11622,CREM,CREM_3,chr10,35126796,35126856
11623,CCNY,CCNY_2,chr10,35126951,35127011
11624,CREM,CREM_2,chr10,35127039,35127099
11625,CREM,CREM_1,chr10,35195083,35195143
11626,CUL2,CUL2_3,chr10,35336385,35336445
11627,CCNY,CCNY_4,chr10,35336919,35336979
11628,CCNY,CCNY_1,chr10,35341423,35341483
11629,ZNF248,ZNF248_2,chr10,37857599,37857659
11630,ZNF248,ZNF248_3,chr10,37858073,37858133
11631,ZNF248,ZNF248_1,chr10,37976602,37976662
11632,ZNF25,ZNF25_2,chr10,37976602,37976662
11633,ZNF25,ZNF25_1,chr10,37976636,37976696
11634,ZNF33A,ZNF33A_2,chr10,38010468,38010528
11635,ZNF33A,ZNF33A_1,chr10,38010643,38010703
11636,ZNF37A,ZNF37A_1,chr10,38094315,38094375
11637,ZNF33B,ZNF33B_1,chr10,42638559,42638619
11638,BMS1,BMS1_1,chr10,42782745,42782805
11639,RET,RET_1,chr10,43077019,43077079
11640,CSGALNACT2,CSGALNACT2_1,chr10,43138395,43138455
11641,RASGEF1A,RASGEF1A_2,chr10,43266928,43266988
11642,HNRNPF,HNRNPF_2,chr10,43396756,43396816
11643,HNRNPF,HNRNPF_4,chr10,43397186,43397246
11644,HNRNPF,HNRNPF_1,chr10,43407767,43407827
11645,HNRNPF,HNRNPF_3,chr10,43409171,43409231
11646,RASGEF1A,RASGEF1A_1,chr10,43409174,43409234
11647,ZNF239,ZNF239_1,chr10,43574574,43574634
11648,ZNF485,ZNF485_1,chr10,43606391,43606451
11649,ZNF32,ZNF32_1,chr10,43648863,43648923
11650,CXCL12,CXCL12_1,chr10,44385086,44385146
11651,RASSF4,RASSF4_1,chr10,44959752,44959812
11652,C10orf10,C10orf10_1,chr10,44978798,44978858
11653,ZNF22,ZNF22_2,chr10,45000454,45000514
11654,ZNF22,ZNF22_1,chr10,45000873,45000933
11655,ALOX5,ALOX5_1,chr10,45374166,45374226
11656,MARCH8,MARCH8_2,chr10,45594896,45594956
11657,ZFAND4,ZFAND4_1,chr10,45672739,45672799
11658,WASHC2C,WASHC2C_1,chr10,45727188,45727248
11659,AGAP4,AGAP4_1,chr10,45972411,45972471
11660,TIMM23,TIMM23_1,chr10,45972458,45972518
11661,NCOA4,NCOA4_1,chr10,46023367,46023427
11662,MARCH8,MARCH8_1,chr10,46030596,46030656
11663,NCOA4,NCOA4_2,chr10,46030596,46030656
11664,MSMB,MSMB_2,chr10,46094919,46094979
11665,NPY4R,NPY4R_1,chr10,46465947,46466007
11666,NPY4R,NPY4R_4,chr10,46556095,46556155
11667,NPY4R,NPY4R_3,chr10,46556647,46556707
11668,SYT15,SYT15_1,chr10,46579078,46579138
11669,PTPN20,PTPN20_1,chr10,46911378,46911438
11670,GDF10,GDF10_1,chr10,47300310,47300370
11671,ZNF488,ZNF488_1,chr10,47384282,47384342
11672,ARHGAP22,ARHGAP22_1,chr10,48605062,48605122
11673,WDFY4,WDFY4_1,chr10,48684823,48684883
11674,WDFY4,WDFY4_2,chr10,48685169,48685229
11675,VSTM4,VSTM4_1,chr10,49115498,49115558
11676,C10orf128,C10orf128_1,chr10,49188336,49188396
11677,C10orf128,C10orf128_2,chr10,49188380,49188440
11678,VSTM4,VSTM4_2,chr10,49188380,49188440
11679,ERCC6,ERCC6_1,chr10,49539019,49539079
11680,CHAT,CHAT_1,chr10,49608994,49609054
11681,ERCC6,ERCC6_2,chr10,49610132,49610192
11682,CHAT,CHAT_2,chr10,49613048,49613108
11683,OGDHL,OGDHL_1,chr10,49762303,49762363
11684,WASHC2A,WASHC2A_1,chr10,50067904,50067964
11685,SGMS1,SGMS1_2,chr10,50418396,50418456
11686,SGMS1,SGMS1_1,chr10,50623912,50623972
11687,SGMS1,SGMS1_6,chr10,50625163,50625223
11688,SGMS1,SGMS1_4,chr10,50660259,50660319
11689,PRKG1,PRKG1_1,chr10,50739886,50739946
11690,PRKG1,PRKG1_3,chr10,50990841,50990901
11691,PRKG1,PRKG1_4,chr10,50991074,50991134
11692,PRKG1,PRKG1_2,chr10,51074437,51074497
11693,DKK1,DKK1_1,chr10,52314231,52314291
11694,PCDH15,PCDH15_1,chr10,54801191,54801251
11695,ZWINT,ZWINT_1,chr10,56361248,56361308
11696,IPMK,IPMK_1,chr10,58267883,58267943
11697,CISD1,CISD1_1,chr10,58269115,58269175
11698,IPMK,IPMK_2,chr10,58269716,58269776
11699,UBE2D1,UBE2D1_1,chr10,58334956,58335016
11700,TFAM,TFAM_2,chr10,58385071,58385131
11701,TFAM,TFAM_1,chr10,58385362,58385422
11702,BICC1,BICC1_1,chr10,58513012,58513072
11703,PHYHIPL,PHYHIPL_3,chr10,59175805,59175865
11704,PHYHIPL,PHYHIPL_1,chr10,59176593,59176653
11705,PHYHIPL,PHYHIPL_4,chr10,59177114,59177174
11706,FAM13C,FAM13C_1,chr10,59362538,59362598
11707,FAM13C,FAM13C_2,chr10,59363170,59363230
11708,CCDC6,CCDC6_1,chr10,59906545,59906605
11709,CCDC6,CCDC6_2,chr10,59906827,59906887
11710,ANK3,ANK3_1,chr10,60733517,60733577
11711,CDK1,CDK1_3,chr10,60733530,60733590
11712,CDK1,CDK1_2,chr10,60778295,60778355
11713,CDK1,CDK1_1,chr10,60778428,60778488
11714,RHOBTB1,RHOBTB1_1,chr10,60944168,60944228
11715,RHOBTB1,RHOBTB1_2,chr10,61001429,61001489
11716,TMEM26,TMEM26_2,chr10,61453199,61453259
11717,TMEM26,TMEM26_1,chr10,61453439,61453499
11718,C10orf107,C10orf107_1,chr10,61662911,61662971
11719,ARID5B,ARID5B_2,chr10,61901204,61901264
11720,ARID5B,ARID5B_1,chr10,61901649,61901709
11721,RTKN2,RTKN2_1,chr10,62268649,62268709
11722,RTKN2,RTKN2_2,chr10,62268833,62268893
11723,ZNF365,ZNF365_4,chr10,62374059,62374119
11724,ZNF365,ZNF365_2,chr10,62374319,62374379
11725,ZNF365,ZNF365_5,chr10,62619145,62619205
11726,EGR2,EGR2_1,chr10,62816355,62816415
11727,EGR2,EGR2_2,chr10,62819217,62819277
11728,NRBF2,NRBF2_1,chr10,63133289,63133349
11729,JMJD1C,JMJD1C_3,chr10,63268918,63268978
11730,JMJD1C,JMJD1C_4,chr10,63269035,63269095
11731,JMJD1C,JMJD1C_1,chr10,63269203,63269263
11732,REEP3,REEP3_2,chr10,63465164,63465224
11733,REEP3,REEP3_1,chr10,63521353,63521413
11734,JMJD1C,JMJD1C_2,chr10,63521879,63521939
11735,LRRTM3,LRRTM3_1,chr10,66925986,66926046
11736,DNAJC12,DNAJC12_1,chr10,67838124,67838184
11737,SIRT1,SIRT1_1,chr10,67884606,67884666
11738,HERC4,HERC4_1,chr10,68075272,68075332
11739,HNRNPH3,HNRNPH3_1,chr10,68332014,68332074
11740,PBLD,PBLD_1,chr10,68332917,68332977
11741,HNRNPH3,HNRNPH3_2,chr10,68333089,68333149
11742,RUFY2,RUFY2_2,chr10,68406980,68407040
11743,RUFY2,RUFY2_1,chr10,68407266,68407326
11744,DNA2,DNA2_1,chr10,68471920,68471980
11745,SLC25A16,SLC25A16_1,chr10,68527476,68527536
11746,TET1,TET1_1,chr10,68560287,68560347
11747,CCAR1,CCAR1_1,chr10,68721189,68721249
11748,STOX1,STOX1_1,chr10,68827481,68827541
11749,DDX50,DDX50_1,chr10,68901265,68901325
11750,DDX21,DDX21_1,chr10,68956120,68956180
11751,DDX21,DDX21_2,chr10,68956368,68956428
11752,KIF1BP,KIF1BP_1,chr10,68988753,68988813
11753,SRGN,SRGN_1,chr10,69088053,69088113
11754,VPS26A,VPS26A_1,chr10,69124134,69124194
11755,SUPV3L1,SUPV3L1_1,chr10,69180217,69180277
11756,HK1,HK1_1,chr10,69318800,69318860
11757,TSPAN15,TSPAN15_1,chr10,69451415,69451475
11758,C10orf35,C10orf35_2,chr10,69572908,69572968
11759,NEUROG3,NEUROG3_1,chr10,69573411,69573471
11760,C10orf35,C10orf35_1,chr10,69630197,69630257
11761,H2AFY2,H2AFY2_1,chr10,70052796,70052856
11762,AIFM2,AIFM2_3,chr10,70132801,70132861
11763,TYSND1,TYSND1_1,chr10,70146678,70146738
11764,AIFM2,AIFM2_2,chr10,70146689,70146749
11765,AIFM2,AIFM2_1,chr10,70170501,70170561
11766,SAR1A,SAR1A_1,chr10,70170501,70170561
11767,PPA1,PPA1_1,chr10,70233384,70233444
11768,EIF4EBP2,EIF4EBP2_1,chr10,70404095,70404155
11769,NODAL,NODAL_1,chr10,70441670,70441730
11770,PALD1,PALD1_1,chr10,70478753,70478813
11771,PRF1,PRF1_1,chr10,70602702,70602762
11772,ADAMTS14,ADAMTS14_1,chr10,70672555,70672615
11773,TBATA,TBATA_1,chr10,70785341,70785401
11774,SGPL1,SGPL1_1,chr10,70815898,70815958
11775,SGPL1,SGPL1_2,chr10,70816166,70816226
11776,PCBD1,PCBD1_1,chr10,70888554,70888614
11777,UNC5B,UNC5B_1,chr10,71212520,71212580
11778,UNC5B,UNC5B_2,chr10,71212962,71213022
11779,SLC29A3,SLC29A3_1,chr10,71319209,71319269
11780,C10orf105,C10orf105_2,chr10,71737757,71737817
11781,VSIR,VSIR_1,chr10,71773509,71773569
11782,PSAP,PSAP_1,chr10,71851238,71851298
11783,CHST3,CHST3_2,chr10,71963983,71964043
11784,CHST3,CHST3_1,chr10,71964345,71964405
11785,SPOCK2,SPOCK2_1,chr10,72088540,72088600
11786,SPOCK2,SPOCK2_2,chr10,72088971,72089031
11787,SPOCK2,SPOCK2_3,chr10,72089736,72089796
11788,ANAPC16,ANAPC16_1,chr10,72215962,72216022
11789,ANAPC16,ANAPC16_2,chr10,72223061,72223121
11790,DDIT4,DDIT4_1,chr10,72273874,72273934
11791,DNAJB12,DNAJB12_1,chr10,72354908,72354968
11792,DNAJB12,DNAJB12_3,chr10,72355118,72355178
11793,MICU1,MICU1_1,chr10,72626068,72626128
11794,MCU,MCU_1,chr10,72692093,72692153
11795,P4HA1,P4HA1_1,chr10,73096855,73096915
11796,P4HA1,P4HA1_2,chr10,73097083,73097143
11797,NUDT13,NUDT13_1,chr10,73110472,73110532
11798,ECD,ECD_1,chr10,73167997,73168057
11799,FAM149B1,FAM149B1_1,chr10,73168069,73168129
11800,DNAJC9,DNAJC9_1,chr10,73247244,73247304
11801,MRPS16,MRPS16_1,chr10,73252608,73252668
11802,ANXA7,ANXA7_1,chr10,73414047,73414107
11803,PPP3CB,PPP3CB_1,chr10,73496005,73496065
11804,USP54,USP54_1,chr10,73625970,73626030
11805,MYOZ1,MYOZ1_2,chr10,73647469,73647529
11806,VCL,VCL_2,chr10,73730534,73730594
11807,AGAP5,AGAP5_1,chr10,73744254,73744314
11808,SEC24C,SEC24C_1,chr10,73744322,73744382
11809,FUT11,FUT11_1,chr10,73772244,73772304
11810,CHCHD1,CHCHD1_1,chr10,73782000,73782060
11811,ZSWIM8,ZSWIM8_1,chr10,73785556,73785616
11812,NDST2,NDST2_1,chr10,73811587,73811647
11813,CAMK2G,CAMK2G_1,chr10,73874532,73874592
11814,PLAU,PLAU_2,chr10,73909134,73909194
11815,PLAU,PLAU_1,chr10,73911082,73911142
11816,VCL,VCL_1,chr10,73998066,73998126
11817,AP3M1,AP3M1_1,chr10,74150791,74150851
11818,AP3M1,AP3M1_2,chr10,74151027,74151087
11819,ADK,ADK_2,chr10,74151171,74151231
11820,ADK,ADK_1,chr10,74176713,74176773
11821,KAT6B,KAT6B_3,chr10,74825184,74825244
11822,KAT6B,KAT6B_2,chr10,74825532,74825592
11823,KAT6B,KAT6B_1,chr10,74826550,74826610
11824,SAMD8,SAMD8_2,chr10,75111461,75111521
11825,SAMD8,SAMD8_1,chr10,75111606,75111666
11826,VDAC2,VDAC2_1,chr10,75210776,75210836
11827,COMTD1,COMTD1_1,chr10,75235946,75236006
11828,COMTD1,COMTD1_2,chr10,75236055,75236115
11829,ZNF503,ZNF503_1,chr10,75401753,75401813
11830,ZNF503,ZNF503_2,chr10,75402352,75402412
11831,C10orf11,C10orf11_2,chr10,75430280,75430340
11832,KCNMA1,KCNMA1_2,chr10,77637619,77637679
11833,KCNMA1,KCNMA1_1,chr10,77637797,77637857
11834,DLG5,DLG5_3,chr10,77926478,77926538
11835,DLG5,DLG5_2,chr10,77927887,77927947
11836,POLR3A,POLR3A_1,chr10,78029504,78029564
11837,RPS24,RPS24_1,chr10,78033813,78033873
11838,SFTPA1,SFTPA1_2,chr10,79070008,79070068
11839,PPIF,PPIF_1,chr10,79347419,79347479
11840,ZCCHC24,ZCCHC24_1,chr10,79445613,79445673
11841,SFTPA1,SFTPA1_1,chr10,79610890,79610950
11842,TMEM254,TMEM254_1,chr10,80078615,80078675
11843,TMEM254,TMEM254_3,chr10,80079009,80079069
11844,TMEM254,TMEM254_2,chr10,80079230,80079290
11845,PLAC9,PLAC9_1,chr10,80132680,80132740
11846,ANXA11,ANXA11_2,chr10,80201580,80201640
11847,ANXA11,ANXA11_1,chr10,80205526,80205586
11848,MAT1A,MAT1A_1,chr10,80289647,80289707
11849,DYDC1,DYDC1_1,chr10,80356744,80356804
11850,FAM213A,FAM213A_1,chr10,80408501,80408561
11851,TSPAN14,TSPAN14_1,chr10,80454260,80454320
11852,TSPAN14,TSPAN14_2,chr10,80459235,80459295
11853,NRG3,NRG3_1,chr10,81875181,81875241
11854,NRG3,NRG3_2,chr10,81875366,81875426
11855,GHITM,GHITM_1,chr10,84139478,84139538
11856,CDHR1,CDHR1_2,chr10,84194490,84194550
11857,CDHR1,CDHR1_1,chr10,84194615,84194675
11858,CCSER2,CCSER2_1,chr10,84328539,84328599
11859,GRID1,GRID1_1,chr10,86366503,86366563
11860,GRID1,GRID1_2,chr10,86392792,86392852
11861,WAPL,WAPL_1,chr10,86521781,86521841
11862,BMPR1A,BMPR1A_3,chr10,86755713,86755773
11863,BMPR1A,BMPR1A_1,chr10,86756569,86756629
11864,BMPR1A,BMPR1A_2,chr10,86756720,86756780
11865,SNCG,SNCG_2,chr10,86955709,86955769
11866,MMRN2,MMRN2_1,chr10,86957604,86957664
11867,SNCG,SNCG_1,chr10,86958564,86958624
11868,ADIRF,ADIRF_1,chr10,86968432,86968492
11869,MMRN2,MMRN2_2,chr10,86971927,86971987
11870,GLUD1,GLUD1_1,chr10,87094832,87094892
11871,GLUD1,GLUD1_2,chr10,87094997,87095057
11872,NUTM2D,NUTM2D_1,chr10,87341603,87341663
11873,MINPP1,MINPP1_1,chr10,87504843,87504903
11874,PAPSS2,PAPSS2_2,chr10,87659583,87659643
11875,PAPSS2,PAPSS2_1,chr10,87659828,87659888
11876,PTEN,PTEN_2,chr10,87818307,87818367
11877,PTEN,PTEN_3,chr10,87862513,87862573
11878,PTEN,PTEN_1,chr10,87863583,87863643
11879,RNLS,RNLS_2,chr10,88583213,88583273
11880,LIPN,LIPN_1,chr10,88759970,88760030
11881,RNLS,RNLS_1,chr10,88792745,88792805
11882,ANKRD22,ANKRD22_1,chr10,88851833,88851893
11883,STAMBPL1,STAMBPL1_1,chr10,88880197,88880257
11884,FAS,FAS_4,chr10,88990233,88990293
11885,FAS,FAS_2,chr10,88990587,88990647
11886,FAS,FAS_1,chr10,88990753,88990813
11887,ACTA2,ACTA2_2,chr10,88991321,88991381
11888,LIPA,LIPA_1,chr10,89251764,89251824
11889,IFIT2,IFIT2_1,chr10,89301996,89302056
11890,IFIT3,IFIT3_2,chr10,89327949,89328009
11891,IFIT3,IFIT3_1,chr10,89332479,89332539
11892,IFIT1,IFIT1_1,chr10,89392573,89392633
11893,IFIT5,IFIT5_2,chr10,89392592,89392652
11894,IFIT5,IFIT5_1,chr10,89414518,89414578
11895,LIPA,LIPA_2,chr10,89414668,89414728
11896,IFIT5,IFIT5_3,chr10,89414697,89414757
11897,PANK1,PANK1_1,chr10,89643905,89643965
11898,KIF20B,KIF20B_1,chr10,89701560,89701620
11899,HTR7,HTR7_1,chr10,90857739,90857799
11900,RPP30,RPP30_1,chr10,90871924,90871984
11901,PCGF5,PCGF5_2,chr10,91162954,91163014
11902,ANKRD1,ANKRD1_2,chr10,91163950,91164010
11903,PCGF5,PCGF5_1,chr10,91220639,91220699
11904,HECTD2,HECTD2_2,chr10,91409237,91409297
11905,HECTD2,HECTD2_1,chr10,91410294,91410354
11906,PPP1R3C,PPP1R3C_1,chr10,91633060,91633120
11907,TNKS2,TNKS2_1,chr10,91798377,91798437
11908,FGFBP3,FGFBP3_1,chr10,91909475,91909535
11909,BTAF1,BTAF1_1,chr10,91923745,91923805
11910,CPEB3,CPEB3_2,chr10,92243266,92243326
11911,CPEB3,CPEB3_1,chr10,92291067,92291127
11912,MARCH5,MARCH5_1,chr10,92291117,92291177
11913,MARCH5,MARCH5_2,chr10,92291263,92291323
11914,IDE,IDE_1,chr10,92574058,92574118
11915,IDE,IDE_2,chr10,92574082,92574142
11916,IDE,IDE_3,chr10,92574509,92574569
11917,KIF11,KIF11_2,chr10,92591775,92591835
11918,KIF11,KIF11_1,chr10,92593080,92593140
11919,HHEX,HHEX_1,chr10,92689905,92689965
11920,EXOC6,EXOC6_4,chr10,92699990,92700050
11921,EXOC6,EXOC6_2,chr10,92831111,92831171
11922,EXOC6,EXOC6_1,chr10,92848470,92848530
11923,CYP26A1,CYP26A1_1,chr10,93062840,93062900
11924,CYP26A1,CYP26A1_3,chr10,93072021,93072081
11925,CYP26A1,CYP26A1_2,chr10,93073843,93073903
11926,MYOF,MYOF_2,chr10,93482139,93482199
11927,MYOF,MYOF_1,chr10,93482323,93482383
11928,CEP55,CEP55_1,chr10,93496589,93496649
11929,CEP55,CEP55_2,chr10,93496823,93496883
11930,FFAR4,FFAR4_1,chr10,93566615,93566675
11931,RBP4,RBP4_1,chr10,93601224,93601284
11932,FRA10AC1,FRA10AC1_2,chr10,93702395,93702455
11933,FRA10AC1,FRA10AC1_1,chr10,93702551,93702611
11934,LGI1,LGI1_1,chr10,93757886,93757946
11935,SLC35G1,SLC35G1_1,chr10,93893928,93893988
11936,PLCE1,PLCE1_2,chr10,93994072,93994132
11937,NOC3L,NOC3L_1,chr10,94362928,94362988
11938,TBC1D12,TBC1D12_1,chr10,94402491,94402551
11939,HELLS,HELLS_1,chr10,94545770,94545830
